text,class
Si parla di #cleopatra ma dell'#america i ns morti sono meno importanti #allertameteoSAR #abbandonati,damage
#allertameteoSAR 14 morti.. 4 dispersi.. una strage. fa male vedere la terra in cui sono nato ferita in questo modo #nonsietesoli #sardegna,damage
#Sardegna #allertameteoSAR i Vigili del Fuoco dicono che la causa delle morti sia la gravita' degli eventi atmosferici.,damage
#Sardegna #allertameteoSAR 15 morti per la pioggia?! Allucinante!,damage
#Sardegna #allertameteoSAR ora che ci sono 16 morti spero che i politici che vorrebbero cancellare i vincolidistanze minime ci ripensino!,damage
#allertameteoSAR #Sardegna ieri Min #Orlando a #Radio_Capital ha sollecitato una legge sul consumo del suolo. A forza di disastri e morti...,no damage
#sardegna niente soldi per le manutenzioni alle province cancellate e così crollano i ponti e le strade e si muore d'acqua #allertameteoSAR,not relevant
#allertameteoSAR #Sardegna  il bilancio a quanto pare è di 16 morti...queste cose nel 2013 non dovrebbero più succedere assurdo!!,damage
6 morti decine di dispersi la Sardegna si spezza e crolla davanti al maltempo! Siamo evitati da tutti i TG VERGOGNA!#allertameteoSAR,damage
@lapinadeejay I TG ci evitano siamo arrivati a 6 morti e decine di dispersi la situazione sta sempre peggiorando! AIUTO! #allertameteoSAR,damage
@tg1online @TgLa7  @TG5mediaset @Studio_Aperto 6 morti decine di dispersi la Sardegna affonda e voi ci evitate! VERGOGNA! #allertameteoSAR,damage
@tg1online @TgLa7 @TG5mediaset @Studio_Aperto 6 morti decine di dispersi la Sardegna affonda e voi ci evitate! VERGOGNA! #allertameteoSAR,damage
@tg1online @TgLa7 @TG5mediaset @Studio_Aperto 9 morti decine di dispersi la Sardegna affonda e voi ci evitate! VERGOGNA! #allertameteoSAR,damage
#allertameteoSAR nelle prossime ore di pericolo cercare coperte e pasti per passare la notte offrire alloggio a chi ha bisogno!,no damage
"@CagliariGlob: #allertameteoSAR Ritrovato vivo l'allevatore di Torpè che era nella lista dei dispersi" #Sardegna deiMiracoli,no damage
Siamo stati fortunatila pioggia qui non ha creato danni gravi! #Nuoro #allertameteoSAR,no damage
Non riesco a dormire pensando k ci sono migliaia di persone in difficoltà e in pericolo. Vi sono vicino col cuore e prego #allertameteoSAR,no damage
Oltre la #Sardegna #allertameteoSAR anche in #Puglia a #Gallipoli. Feriti e allagamenti. La natura sa essere vendicativa con noi.,damage
La Nuova   ha aperto questo hastag per raccogliere informazioni sui danni in Sardegna per il maltempo:#allertameteoSAR,no damage
#allertameteoSAR il poliziotto è morto mentre scortava un'ambulanza sulla dDorgali-Nuoro,damage
Mi sono trasferito in Thailandia senza saperlo? #monsoni #allertameteoSAR,no damage
#allertameteoSAR morti di serie B che tristezza le reti generaliste impegnate tra calcio risate finte squadre antimafia e silvio mah...,damage
Maltempo ciclone #Cleopatra devasta #Sardegna: 14 morti e molti dispersihttp://t.co/0IDCWzfF5m #allertameteoSAR,damage
È di poco fa la notizia che il numero dei morti è salito a 18. È un vero bollettino di guerra!  #allertameteoSAR,damage
@YouReporter  ''#AllertameteoSAR Sardegna16 morti e un''indefinito umeri di dispersi'' i video -YouReporter NEWS http://t.co/kGVLnemJI8'',damage
Dalla pagina #allertameteoSar: il bestiame sta subendo gravi danni. Serve URGENTEMENTE foraggio. http://t.co/GTe11cmTvz,damage
La piena affonda l’hotel Mercure danni per 5 milioni di euro http://t.co/HYd55NM1YC via @lanuovasardegna #allertameteosar,damage
via #allertameteoSAR su FB - #Narbolia: rifugio per cani ha subito gravi danni. Per aiuti: https://t.co/eBrMFx319a,no damage
Piove ancora e 9 morti sono laceranti #allertameteoSAR,damage
Scrivo da lontano ma con il cuore vicino alla Sardegna.#grazie alla protezione civile e ai volontari che si danno da fare x #allertameteoSAR,no damage
#allertameteoSAR #Cagliari maltempo ha danneggiato la linea elettrica che alimenta il potabilizzatore di Simbirizzi http://t.co/LIxKJIvnNy,damage
#allertameteoSAR Barriere protettive del ponte danneggiate. Serramanna SP106 nei pressi della Loc. S. Maria (Fiume Mannu),damage
Auto sotto il ponte a Oliena-Dorgali morto uno dei quattro poliziotti News - News - Cagliaripad http://t.co/I3vPOCsLDB #allertameteoSAR,damage
Maltempo crollo strada provoca voragine di oltre 50 metri a Olbia: anche un bambino disperso  - http://t.co/YoBlKzDAKL #allertameteoSAR,damage
Trovato il corpo del bimbo disperso a Raica è la diciasettesima vittima - News - #Cagliaripad http://t.co/dnCXc1eJXg #allertameteoSAR,damage
La #strage di #Cleopatra: 16 morti e un disperso. "In 24 ore l'acqua di 6 mesi" News - #Cagliaripad http://t.co/35fumScTWX #allertameteoSAR,damage
Ancora pioggia ma notte tranquilla a Olbia. Si cerca un disperso a Onanì News - News - Cagliaripad http://t.co/VqoN3vhqhZ #allertameteoSAR,damage
Caccia senza sosta all’allevatore disperso tra #Bitti e #Onanì. #Sfollati a quota 871 - #Cagliaripad http://t.co/zjUYirerRd #allertameteoSAR,damage
Cleopatra sembra si stia allontanando..qui rimangono danni..rabbia..e tanto silenzio x le vie della mia Isola..ForzaParis!#allertameteoSAR,damage
#allertameteoSAR cioè sono morte più di 10 persone.qui dove sto io non è grave come in altre zone ma la disorganizzazione è troppa,damage
#allertameteoSAR: Alluvione in #Sardegna le immagini dall'elicottero del ponte crollato (VIDEO) http://t.co/EgkpwfHGVF,damage
#allertameteoSAR: I danni del ciclone Cleopatra a #Olbia. Il fotoracconto - #ForzaSardegna http://t.co/qmZFLGDYW8,damage
#allertameteoSAR: 16 morti accertati e un disperso. I nomi delle vittime http://t.co/Bb0FwvtSJm,damage
crolla tutto... crolla tutto... #allertameteosar #sardegna,damage
Buongiorno a tutti.. gira voce che siano 14 i  morti non ci sono davvero parole #forza #AllertameteoSAR #Sardegna,damage
e chi riesci a dormire mentre la mia terra affonda in questo modo #disastri #vittime #dispersi #allertameteoSAR#allertameteoSAR tanta paura,damage
ora per i vostri comodi non potete cercarmi Dio.. quando le cose vanno male si danno #colpegratuite a lui.  #allertameteoSAR,not relevant
Mi sento perennemente in pericolo.. Siamo uniti sconfiggeremo anche questa. #ForzaSardegna #allertameteosar. Non ci abbatterà la pioggia,no damage
@QueenElisabetty "@LAmoreContaL7: Ad Arzachena sono dispersi una donna e 2 bambini! #allertameteoSAR",damage
#allertameteoSAR chi può confermare che ponte di #Terralba crollato e traffico interrotto???,no damage
http://t.co/TrryTxTkKm ponte SS126  #Terralba chiuso per PERICOLO CROLLO. #allertameteoSAR,damage
#MALTEMPO #CICLONECLEOPATRA COLPISCE #SARDEGNA: 14 MORTI #ForzaSardegna #Olbia #allertameteoSAR #ciclone... http://t.co/o0d7HCcPRe,damage
@ilmeteoit Evitate di dire frottole. Se non fosse stato per la PC nel mio paese il fiume avrebbe fatto molti più danni. #allertameteoSAR,no damage
Per mia fortuna nel mio paese non ci sono stati danni ma solo lampi fortissimi da far tremare le finestre #allertameteoSAR,no damage
"@repubblicait: #Sardegna ferita: il fotoconfronto #allertameteoSAR http://t.co/ExG30zcoD4 http://t.co/UMXqsmvMFM",no damage
#allertameteoSar il disastro in Sardegna 16mortipaesi isolaticrolliisolamentouna tragedia… ora on line #lacitta via @Radio3tweet,damage
Gabrielli: morti accertati 16 ma probabili 18. (RaiNews24) #allertameteoSAR,damage
[FOTO] La #Sardegna colpita dal ciclone Cleopatra: distruzione e morte http://t.co/VYSaXWHkpb via @lanuovasardegna #allertameteoSAR,damage
#Sardegna Ritrovato corpo d'un bambino a Olbia.L'Unione Sarda:almeno 17 mortihttp://t.co/fxK4ifz19l.Questa è l'URGENZA.#allertameteoSAR,damage
Maltempo #Sardegna: decine di morti centinaia di sfollati http://t.co/0tY0QAs8mA via @fanpage #allertameteoSAR,damage
Ma 9 morti e un'intera regione agonizzante non bastano per fare un'edizione straordinaria in TV? #allertameteoSAR,damage
Ritrovato vivo uno dei due dispersi vicino a Olbia. Grazie al cielo. #allertameteoSAR,damage
@SanPietroePaolo Sardegna é allarme pioggia la situazione lungo le strade é pericolosissima http://t.co/oFSRFZnQlv &lt;Dove?#allertameteoSAR”,no damage
Leggo ora dai tg che i morti in Sardegna sono saliti a 12.#allertameteoSAR,damage
Una donna che va a dirigere il traffico per deviare le macchine e avvertire dell'imminente pericolo. #arenagiletti #allertameteoSAR,not relevant
http://t.co/3LxHDW1zp4 chi pensa a noi? Chi ci aiuta? Nessuno e intanto i morti salgono a 18. #ForzaSardegna #allertameteoSAR,damage
Ciclone si abbatte sulla #Sardegna Una vittima e cinque dispersiMi sembra un disastro oltrelimite#allertameteoSARhttp://t.co/xqvXK2ibvt,damage
E si nove morti finora#allertameteoSAR #Olbiahttp://t.co/VfdhNYym0z,damage
I soccorsi ci sono ma con buio le difficoltà sono tante. Feriti tra i poliziotti#allertameteoSARhttp://t.co/7yM0spmRdt,damage
Oggi puntata speciale di #vid dedicata all'#alluvione in #Sardegna: il bilancio dei morti è salito a 17. #ForzaSardegna #allertameteoSAR,damage
Una vergogna il silenzio sulla catastrofe che sta avvenendo in #Sardegna  #allertameteoSAR un'edizione straordinaria no?Ci sn morticazzo!,damage
I morti i dispersi gli sfollati LE PERSONE...e state a fare polemiche #rispetto #Sardegna #allertameteoSAR,no damage
@Frontestagno le fonti ufficiali non riportano il crollo hai notizie verificate? #allertameteoSAR,no damage
@XFactor_Italia Raffaele Bigi:metto a disposizione GRATUITAMENTE il mio B&amp;B10 posti letto via Dannunzio 92 Tel 331 2095889#allertameteoSAR,no damage
"@fderiu: Raffaele Bigi: metto a disposizione GRATUITAMENTE il mio B&amp;B10 posti letto via Dannunzio 92 Tel 331 2095889#allertameteoSAR",not relevant
“Raffaele Bigi: Se servisse metto a disposizione GRATUITAMENTE il mio B&amp;B10 posti letto via Dannunzio 92 Tel 331 2095889#allertameteoSAR”,not relevant
#allertameteoSAR #sardegna Sardegna mia resisti.. Non possiamo crollare adesso.. Una delle isole piú belle ridotto così non la voglio.Forza,no damage
#allertameteoSAR #ForzaSardegna Potete aggiornarmi? I dispersi?,no damage
Ad Arzachena sono dispersi una donna e 2 bambini! #AllertameteoSAR,damage
17 morti in Sardegnail primo giorno i telegiornali non dissero niente la Sardegna era invisbileSOLO ORA COMUNUCANO SOLO- #allertameteoSAR,damage
- PERCHÉ É MORTA DELLA POVERA GENTE PER COLPA DELL'ACQUAVERGOGNATEVI DOVEVATE AGIRE SUBITONON DOPO UN GIORNO. #allertameteoSAR,no damage
Rinizia a piovere! Che crudeltà! 18 morti e Voler infierire! La natura non è mai sazia di tragedie! #olbia #alluvione #allertameteoSAR,damage
Negligenza di chi sta al potere mancanza di infrastrutture adeguate pioggia morte. Terzo mondo? No. Italia.#allertameteoSAR,no damage
ALLUVIONE #SARDEGNA 16 VITTIME E 1 DISPERSO. NOTTE FUORI CASA PER GLI SFOLLATI #allertameteoSAR #forzasardegna http://t.co/46WF1YFh0N,damage
306 comuni su 372 in queste ore a rischio danno idrogeologico..! #allertameteoSAR,no damage
Una bella notizia: è stato trovato vivo l'allevatore di Torpè dato tra i dispersi! Avanti tutta! #allertameteoSAR,no damage
Morti disperazione sfollati aziende spazzate via e parlano ancora di #ForzaItalia o #Cancellieri! #ForzaSardegna #allertameteoSAR,damage
Notizia del @MediasetTgcom24 sul sito: #SARDEGNA vivo uno dei due dispersi #allertameteoSAR #emergenza http://t.co/NeDd58IpKX,no damage
#allertameteoSAR forse 9 i morti per allagamenti e crolli. Per chiedere aiuto usare solo il 115. h.7.00 #raitre @TGR_rai @buongiornoitali,damage
"@la_stampa: FOTO-  A #Olbia case sventrate e crolli http://t.co/B67fnZEyux #allertameteoSAR http://t.co/FdVK1wlNqk",damage
9 morti di cui sei solo ad Olbia :/ #allertameteoSAR #Cleopatra,damage
Allerta meteo anche per stasera. Il terreno è saturo anche se pioverà meno le persone hanno paura degli ulteriori danni #allertameteoSAR,no damage
non c'è uno di quei numeri dove si danno i soldi per aiutare? se si ditemelo #allertameteoSAR,not relevant
#allertameteoSar e cmq voce di popolo...nn fidatevi della diga di Torpè...NON È SICURA!!!prima o poi farà grandi danni..,no damage
#allertameteoSAR #alluvionesardegna condividete ci sono persone che danno allogio agli sfollati http://t.co/ue7GTAXSa1,no damage
Moduli di richiesta risarciento danni divulgate #allertameteoSAR http://t.co/Vh5iI6oNEo,no damage
L'ansa conferma 9 morti per maltempo in sardegna3 per il crollo di altro ponte su olbia tempio #allertameteoSAR #piazzapulita,damage
Dopo 18 morti salutiamo Dario Desio @stupi_dario che esprime a suo modo solidarieta#ForzaSardegna #allertameteoSAR http://t.co/G3HOoSnSqS,no damage
Grazie a Twitter scopro dei 6 morti in sardegna. Ma i Tg perché non ne hanno parlato per nulla? #allertameteoSAR,damage
Rai servizio pubblico che non fa edizione speciale per i morti in Sardegna! #allertameteoSAR,damage
#allertameteoSAR cioè assurdo che una regione sia straziata dal maltempo sn morti citradini italiani e la tv nazionale nn dice nulla!!!!,damage
18 morti e 2700 persone senza casa. #AllertameteoSar,damage
4 bambini tra i 18 morti. #allertameteoSAR,damage
#sardegna niente soldi per le manutenzioni alle province cancellate e così crollano i ponti e le strade e si muore d'acqua #allertameteoSAR”,damage
Vado a dormire con la morte nel cuore #coraggio amici #sardi #allertameteoSAR  che tristezza,no damage
Non facciamo altro che contare morti siamo già a 17 #allertameteoSAR,damage
#Mappa #Sardegna https://t.co/lUSXFWU6nU Pagina #facebook https://t.co/vBL4wl6GRU x danni/aiuto #allertameteoSAR #sardSOS cc @wearesocialit,no damage
@PirasGaia Piove ma l'acqua defluisce. Spero che il temporale previsto x stasera nn faccia danni rilevanti!!  #allertameteoSAR,no damage
Il bilancio dei morti in Sardegna sale a tre: due donne e un poliziotto http://t.co/A7N79sBd06 #allertameteoSAR http://t.co/XiZeAY4fxw,damage
maltempo in Sardegna: morti e dispersi ora su #rainews24 #allertameteoSAR,damage
Nubifragio in #Sardegna 19 morti. Nessun italiano tra le vittime. [@_Spaam_ ] #ForzaSardegna #allertameteoSAR,damage
Tristezza enorme nel cuore per i fratelli sardi morti per l' alluvione #cleopatra #allertameteoSAR,damage
Continua il diluvio in Sardegna superati i 240 mm di pioggia. Purtroppo due morti e quattro dispersi #allertameteoSAR,damage
“@mare_62: #allertameteoSAR #SARDEGNA STRAVOLTA DAL CICLONE. SEI VITTIME PERSONE DISPERSE - FOTO http://t.co/bj2dPR2VSr @ClandestinoNews”,damage
“@RadioLondra_: il bilancio provvisorio dell'ondata di maltempo che ha colpito la #Sardegna è di 12 vittime e 10 dispersi #allertameteoSAR”,damage
É orribile sapere che ci sono 14 morti  #allertameteoSAR,damage
#allertameteoSAR ma non è possibile che ci ignorino così! Ci sono dei morti e dei dispersi!,damage
Ieri seraqndo già morti 9 sardisito Protezione Civile dava allerta meteo x 13 regionima nn Sardegna.Che ci state a fare? #allertameteoSAR,damage
16 morti 1 disperso 2 inchieste x disastro colposo e una nuova #allertameteoSAR. Ma già oggi x Mentana la #Sardegna vale meno di 3 minuti.,damage
#allertameteoSAR zona #Cagliari non sprecate l'acqua potabile. Danni al potabilizzatore http://t.co/YUPAQlKyGx,damage
Non è il maltempo a far danni e morti ma la strafottenza dell'uomo e la sua incapacità a prevenire certe situazioni... #allertameteoSAR,no damage
76 tornado negli USA 6 morti. Un ciclone in #Sardegna 18 morti. La colpa è del maltempo o dell'uomo? #allertameteoSAR #ForzaSardegna,damage
#allertameteoSAR #Olbia L'Unione Sarda -Ultimo bollettino: almeno 16 morti,damage
#Sardegna #allertameteoSAR Recuperato il corpo del bimbo disperso ieri  sulla strada che collega Olbia a Telti. #ForzaSardegna #olbia,damage
#allertameteoSAR Maltempo: almeno 5 dispersi ad Olbia - Top News - ANSA.it http://t.co/oi04w1Up58 via @ansa_topnews,damage
Affaritaliani.it - Maltempo/ Ritrovato disperso nel Nuorese http://t.co/u8iUwJcQNc via @affaritaliani#allertameteoSAR,damage
La mia sardegna ferita #alluvione#cleopatra #allertameteoSAR#sardegna http://t.co/6nVtUKQ1Dw,no damage
È assurdo dover temere il maltempo che porta morti e distruzione.Un pensiero va alla #Sardegna tutta. #allertameteoSAR,damage
Spero che la Natura(talvolta Matrigna) si plachi e lasci che la #Sardegna si lecchi le ferite nell'indifferenza mediatica #allertameteoSAR,no damage
Confartigianato Sardegna censisce le imprese danneggiate @Confartigianat2 #Sardegna #allertameteoSAR #ForzaSardegna http://t.co/Prp85D4F0z,no damage
17 morti #allertameteoSAR #olbia #ForzaSardegna #Maltempo #sardegnaciclone,damage
RV CHI AVESSE ATTREZZATURE INFORMATICHE  DANNEGGIATE.GRATUITAMENTE PER TUTTI. per info: 0789.23786 #allertameteoSar (@Virus1979C),not relevant
L'@UnioneSarda parla di 4 morti in Sardegna per il maltempo: 3 a Olbia e 1 donna a Uras #allertameteoSAR Apocalisse! http://t.co/GTbO7Sa7gK,damage
#allertameteoSAR #Sardegna nel &lt;3 quanti morti ancora per un'Italia non sicura?! :'(,damage
Almeno 14 morti in #Sardegna. No non è normale. #allertameteoSAR,damage
“@CriticoCinema: #OLBIA 18 #VITTIME DI CUI 4 #BAMBINI #SARDEGNA !! #allertameteoSAR PARECCHI I DISPERSI @EnricoLetta” preghiamo per loro ,damage
Il maltempo uccide in #Sardegna. Almeno nove le #vittime si cercano i dispersi#allertameteoSar Cristian Sumoru... http://t.co/LHgdyz9txH,damage
Non esisti più stronzo?Spero che tu possa morire come è morto il tuo account tu e la tua famiglia!#allertameteoSAR http://t.co/K0awDbzX5d,not relevant
