Loading data...
{'sympathy_and_emotional_support': 0, 'not_related_or_irrelevant': 1, 'infrastructure_and_utilities_damage': 2, 'other_useful_information': 3, 'injured_or_dead_people': 4, 'caution_and_advice': 5, 'displaced_people_and_evacuations': 6, 'donation_needs_or_offers_or_volunteering_services': 7, 'missing_trapped_or_found_people': 8}
Max Document length: 2407
Vocabulary Size: 1
Train/Dev split: 9226/1025
Writing to /home/ubuntu/Project/runs/1550606084

2019-02-19T19:54:46.199786: step 1, loss 10.4362, accuracy 0.125, precision [0.0, 1.0, 0.0, 0.1111111111111111, nan, 0.0, nan, 0.0, nan], recall [nan, 0.25, nan, 0.3333333333333333, 0.0, nan, 0.0, 0.0, 0.0]
2019-02-19T19:57:13.668040: step 901, loss 1.44067, accuracy 0.625, precision [nan, 0.3333333333333333, nan, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 1.0, nan, 0.6, nan, nan, nan, nan, nan]
2019-02-19T19:57:13.812630: step 902, loss 1.80528, accuracy 0.375, precision [0.0, 1.0, 0.0, 1.0, nan, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:13.960044: step 903, loss 1.9067, accuracy 0.4375, precision [0.0, nan, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 0.0, nan, 0.4666666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:57:14.116085: step 904, loss 1.76158, accuracy 0.5, precision [0.0, 0.25, 0.0, 1.0, 1.0, 0.0, nan, nan, 0.0], recall [nan, 0.5, nan, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:14.266464: step 905, loss 1.3765, accuracy 0.6875, precision [nan, 1.0, 0.0, 1.0, 0.0, nan, nan, nan, 0.0], recall [nan, 1.0, nan, 0.6428571428571429, nan, nan, nan, nan, nan]
2019-02-19T19:57:14.415310: step 906, loss 1.60142, accuracy 0.4375, precision [0.0, 0.0, 0.0, 1.0, 0.3333333333333333, nan, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.46153846153846156, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:14.563443: step 907, loss 1.63216, accuracy 0.3125, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.0, nan, nan, 0.0, nan], recall [0.0, nan, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:14.711755: step 908, loss 1.67631, accuracy 0.4375, precision [0.3333333333333333, 0.5, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [1.0, 0.5, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
2019-02-19T19:57:14.861940: step 909, loss 1.87345, accuracy 0.375, precision [nan, 1.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:15.016195: step 910, loss 2.00894, accuracy 0.25, precision [0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [1.0, nan, nan, 0.2, nan, nan, nan, nan, nan]
2019-02-19T19:57:15.170009: step 911, loss 2.2171, accuracy 0.25, precision [1.0, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.3333333333333333, 1.0, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:57:15.323022: step 912, loss 1.6421, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0, nan, nan, nan, nan], recall [nan, 0.5, nan, 0.38461538461538464, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:15.473017: step 913, loss 1.72299, accuracy 0.375, precision [0.3333333333333333, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [0.5, nan, nan, 0.3333333333333333, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:15.622929: step 914, loss 1.95541, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.8, 0.0, 0.0, nan, 0.0, nan], recall [nan, nan, nan, 0.2857142857142857, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:15.775721: step 915, loss 2.04169, accuracy 0.3125, precision [nan, 0.0, 0.0, 1.0, 0.2, 0.0, nan, 1.0, nan], recall [0.0, nan, nan, 0.3, 1.0, nan, nan, 0.25, nan]
2019-02-19T19:57:15.924424: step 916, loss 1.81483, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.35714285714285715, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:16.075405: step 917, loss 1.90967, accuracy 0.25, precision [0.0, 0.0, nan, 1.0, 0.0, 0.0, nan, 0.5, nan], recall [0.0, nan, nan, 0.25, nan, nan, nan, 0.3333333333333333, nan]
2019-02-19T19:57:16.225091: step 918, loss 1.99037, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.8, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 1.0, nan, 0.2857142857142857, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:16.377647: step 919, loss 1.90665, accuracy 0.375, precision [0.0, 0.3333333333333333, nan, 0.8333333333333334, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.4166666666666667, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:16.524981: step 920, loss 1.78836, accuracy 0.375, precision [1.0, 0.0, 0.0, 0.75, 0.5, 0.0, nan, 0.0, 0.0], recall [0.6666666666666666, nan, nan, 0.2727272727272727, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:16.674627: step 921, loss 1.83427, accuracy 0.3125, precision [0.25, 0.0, nan, 0.6666666666666666, 0.5, nan, 0.0, 0.0, nan], recall [1.0, 0.0, nan, 0.16666666666666666, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:16.824692: step 922, loss 1.76361, accuracy 0.5, precision [0.0, 0.0, nan, 0.875, 0.0, 0.0, nan, 0.5, nan], recall [nan, nan, nan, 0.5833333333333334, nan, nan, nan, 0.25, nan]
2019-02-19T19:57:16.978662: step 923, loss 1.86617, accuracy 0.3125, precision [0.5, 0.25, 0.0, 0.75, 0.0, nan, 0.0, nan, nan], recall [1.0, 1.0, nan, 0.2727272727272727, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:17.125357: step 924, loss 1.67353, accuracy 0.375, precision [0.0, nan, 0.0, 1.0, 0.2857142857142857, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.3076923076923077, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:17.277483: step 925, loss 1.83085, accuracy 0.4375, precision [0.3333333333333333, 0.5, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [0.5, 1.0, nan, 0.5, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:17.423129: step 926, loss 1.71908, accuracy 0.5625, precision [nan, 0.0, nan, 0.8888888888888888, 0.3333333333333333, nan, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.7272727272727273, 0.25, nan, nan, nan, nan]
2019-02-19T19:57:17.576673: step 927, loss 1.80779, accuracy 0.3125, precision [0.0, nan, 0.0, 0.625, 0.0, nan, nan, 0.0, 0.0], recall [0.0, 0.0, nan, 0.4166666666666667, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:17.725397: step 928, loss 1.64498, accuracy 0.375, precision [0.5, nan, nan, 0.8, 0.0, nan, nan, 0.2, nan], recall [0.3333333333333333, 0.0, nan, 0.4, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:17.879487: step 929, loss 1.60855, accuracy 0.5625, precision [nan, 0.0, 0.0, 1.0, 0.5, nan, nan, 0.5, nan], recall [0.0, nan, nan, 0.5384615384615384, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:18.032689: step 930, loss 2.40233, accuracy 0.3125, precision [1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0], recall [0.5, nan, nan, 0.2727272727272727, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:18.185484: step 931, loss 2.302, accuracy 0.0625, precision [0.0, 0.0, nan, 0.25, 0.0, 0.0, 0.0, nan, nan], recall [0.0, nan, nan, 0.08333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:18.336121: step 932, loss 2.35829, accuracy 0.1875, precision [nan, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, nan, 0.0], recall [0.0, 0.3333333333333333, nan, 0.2, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:18.487953: step 933, loss 1.68593, accuracy 0.3125, precision [nan, 0.2, 0.0, 0.75, 0.25, 0.0, 0.0, nan, nan], recall [0.0, 0.5, nan, 0.2727272727272727, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:18.636751: step 934, loss 1.77857, accuracy 0.25, precision [0.0, 0.0, nan, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.36363636363636365, nan, nan, nan, nan, nan]
2019-02-19T19:57:18.792225: step 935, loss 1.73795, accuracy 0.375, precision [nan, 0.5, 0.0, 0.5714285714285714, 0.5, nan, nan, 0.0, 0.0], recall [0.0, 0.5, nan, 0.4444444444444444, 0.3333333333333333, nan, nan, nan, nan]
2019-02-19T19:57:18.944645: step 936, loss 2.02384, accuracy 0.3125, precision [0.0, 0.5, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 1.0, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:19.095780: step 937, loss 2.06146, accuracy 0.25, precision [1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [1.0, 0.3333333333333333, nan, 0.3333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:19.240180: step 938, loss 2.04857, accuracy 0.125, precision [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, nan, nan, 0.15384615384615385, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:19.392758: step 939, loss 1.62377, accuracy 0.375, precision [0.0, 1.0, 0.0, 0.8333333333333334, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.3333333333333333, nan, 0.45454545454545453, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:19.544760: step 940, loss 1.86791, accuracy 0.1875, precision [0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 1.0, nan, 0.15384615384615385, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:19.692779: step 941, loss 1.82004, accuracy 0.4375, precision [0.5, 1.0, 0.0, 1.0, 0.0, nan, 0.0, 0.0, nan], recall [0.5, 0.5, nan, 0.4166666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:57:19.843176: step 942, loss 1.85799, accuracy 0.4375, precision [0.0, 0.0, nan, 0.8333333333333334, 1.0, nan, 0.0, 0.3333333333333333, nan], recall [0.0, 0.0, nan, 0.4166666666666667, 1.0, nan, nan, 1.0, nan]
2019-02-19T19:57:20.001040: step 943, loss 1.57961, accuracy 0.25, precision [0.0, 0.3333333333333333, nan, 0.6666666666666666, 0.3333333333333333, nan, 0.0, 0.0, nan], recall [0.0, 0.25, nan, 0.2222222222222222, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:20.146116: step 944, loss 1.96654, accuracy 0.5, precision [nan, 0.0, 0.0, 1.0, nan, nan, 0.0, 0.5, 0.0], recall [nan, nan, nan, 0.4666666666666667, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:20.296197: step 945, loss 1.98477, accuracy 0.25, precision [0.0, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.2727272727272727, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:20.445130: step 946, loss 1.90847, accuracy 0.3125, precision [nan, 0.0, 0.0, 0.8, 0.25, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.2857142857142857, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:20.589436: step 947, loss 1.64605, accuracy 0.4375, precision [0.0, 0.0, 0.0, 0.8333333333333334, 0.25, nan, 0.0, 0.5, nan], recall [nan, 0.0, nan, 0.45454545454545453, 0.3333333333333333, nan, nan, 1.0, nan]
2019-02-19T19:57:20.745765: step 948, loss 2.01337, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.42857142857142855, nan, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.2, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:20.898589: step 949, loss 1.69594, accuracy 0.5, precision [0.3333333333333333, 1.0, nan, 0.8, 0.6666666666666666, nan, 0.0, 0.0, 0.0], recall [0.5, 0.5, nan, 0.5, 0.6666666666666666, nan, nan, 0.0, nan]
2019-02-19T19:57:21.045231: step 950, loss 1.70899, accuracy 0.375, precision [0.0, 0.3333333333333333, 0.0, 0.7142857142857143, 0.0, 0.0, 0.0, nan, nan], recall [nan, 1.0, nan, 0.4166666666666667, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:21.201451: step 951, loss 1.70902, accuracy 0.4375, precision [0.5, 0.25, nan, 0.8, 0.3333333333333333, 0.0, nan, 0.0, nan], recall [1.0, 0.5, nan, 0.36363636363636365, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:21.350693: step 952, loss 1.81203, accuracy 0.375, precision [nan, 0.3333333333333333, nan, 0.7142857142857143, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 1.0, nan, 0.45454545454545453, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:21.500604: step 953, loss 2.07551, accuracy 0.25, precision [0.0, nan, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, nan], recall [nan, 0.0, nan, 0.1111111111111111, 0.5, nan, nan, 1.0, nan]
2019-02-19T19:57:21.649193: step 954, loss 1.66369, accuracy 0.4375, precision [0.5, 0.2, 0.0, 1.0, 0.0, 0.0, nan, 0.5, nan], recall [0.5, 1.0, nan, 0.4, 0.0, nan, nan, 0.5, nan]
2019-02-19T19:57:21.798377: step 955, loss 1.96107, accuracy 0.25, precision [0.16666666666666666, 1.0, 0.0, 0.3333333333333333, nan, 0.0, 0.0, 0.5, nan], recall [0.3333333333333333, 0.5, nan, 0.16666666666666666, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:21.950342: step 956, loss 1.74854, accuracy 0.4375, precision [0.25, 0.5, 0.0, 0.75, 1.0, 0.0, 0.0, nan, nan], recall [0.5, 0.5, nan, 0.375, 0.5, nan, nan, nan, nan]
2019-02-19T19:57:22.099968: step 957, loss 2.2196, accuracy 0.125, precision [0.0, 0.5, 0.0, 0.25, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.3333333333333333, nan, 0.1111111111111111, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:22.249192: step 958, loss 1.93393, accuracy 0.5, precision [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, nan, 0.0, nan], recall [0.0, 0.0, nan, 0.5384615384615384, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:22.400786: step 959, loss 1.81482, accuracy 0.4375, precision [0.3333333333333333, 1.0, nan, 0.6, 0.0, nan, 0.0, 0.5, 0.0], recall [0.5, 1.0, nan, 0.3333333333333333, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:22.550306: step 960, loss 2.20703, accuracy 0.1875, precision [0.0, 0.0, 0.0, 1.0, 0.5, 0.0, nan, 0.0, 0.0], recall [0.0, nan, nan, 0.16666666666666666, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:22.695329: step 961, loss 1.87057, accuracy 0.25, precision [nan, 0.0, nan, 0.5714285714285714, 0.0, nan, nan, 0.0, nan], recall [nan, nan, nan, 0.3333333333333333, 0.0, nan, nan, 0.0, nan]
2019-02-19T19:57:22.846599: step 962, loss 1.70394, accuracy 0.5, precision [0.5, 0.6666666666666666, 0.0, 1.0, 0.6666666666666666, 0.0, nan, 0.0, 0.0], recall [1.0, 0.4, nan, 0.2857142857142857, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:23.002488: step 963, loss 1.93869, accuracy 0.375, precision [1.0, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.0, nan, nan], recall [0.3333333333333333, nan, nan, 0.38461538461538464, nan, nan, nan, nan, nan]
2019-02-19T19:57:23.157226: step 964, loss 1.75031, accuracy 0.5625, precision [0.5, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [1.0, 1.0, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:57:23.309525: step 965, loss 1.67466, accuracy 0.4375, precision [0.0, nan, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.0, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:57:23.461126: step 966, loss 1.72879, accuracy 0.375, precision [1.0, 1.0, 0.0, 0.75, 0.3333333333333333, 0.0, 0.0, 0.0, nan], recall [1.0, 0.5, nan, 0.25, 1.0, nan, nan, nan, nan]
2019-02-19T19:57:23.609979: step 967, loss 1.92841, accuracy 0.4375, precision [1.0, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, nan], recall [0.3333333333333333, 0.0, nan, 0.5454545454545454, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:23.762630: step 968, loss 1.86238, accuracy 0.375, precision [0.0, 0.2, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [nan, 0.5, nan, 0.35714285714285715, nan, nan, nan, nan, nan]
2019-02-19T19:57:23.916024: step 969, loss 2.00578, accuracy 0.1875, precision [0.0, nan, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, nan, nan, 0.2, nan, nan, nan, nan, nan]
2019-02-19T19:57:24.070505: step 970, loss 2.14883, accuracy 0.25, precision [0.0, 0.5, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, nan], recall [0.0, 1.0, nan, 0.18181818181818182, nan, nan, nan, 0.5, nan]
2019-02-19T19:57:24.219684: step 971, loss 2.01585, accuracy 0.125, precision [nan, 0.0, nan, 0.5, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:57:24.376398: step 972, loss 1.80106, accuracy 0.3125, precision [0.25, 0.0, 0.0, 0.8, 0.0, nan, nan, nan, nan], recall [0.5, 0.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:24.531081: step 973, loss 1.76528, accuracy 0.375, precision [0.0, 1.0, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [0.0, 0.5, nan, 0.4166666666666667, nan, nan, nan, nan, nan]
2019-02-19T19:57:24.676009: step 974, loss 1.82704, accuracy 0.375, precision [1.0, 0.25, nan, 1.0, 0.0, 0.0, 0.0, nan, nan], recall [1.0, 1.0, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
2019-02-19T19:57:24.831087: step 975, loss 1.8547, accuracy 0.3125, precision [0.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, nan, nan, 0.2, 0.0], recall [0.0, 1.0, nan, 0.2, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:24.981828: step 976, loss 1.76843, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.3333333333333333, nan], recall [nan, 1.0, nan, 0.35714285714285715, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:25.133958: step 977, loss 2.04594, accuracy 0.3125, precision [nan, 0.4, 0.0, 1.0, 0.0, 0.0, nan, nan, 0.0], recall [0.0, 1.0, nan, 0.25, nan, nan, nan, nan, nan]
2019-02-19T19:57:25.288648: step 978, loss 2.0764, accuracy 0.4375, precision [0.0, nan, 0.0, 0.875, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.5, nan, nan, nan, nan, nan]
2019-02-19T19:57:25.447344: step 979, loss 1.79522, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [0.0, 0.3333333333333333, nan, 0.5454545454545454, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:25.596763: step 980, loss 2.05357, accuracy 0.25, precision [0.0, nan, 0.0, 0.8, 0.0, 0.0, nan, 0.0, 0.0], recall [nan, 0.0, nan, 0.3076923076923077, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:25.748633: step 981, loss 1.82671, accuracy 0.4375, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [0.0, 1.0, nan, 0.46153846153846156, nan, nan, nan, nan, nan]
2019-02-19T19:57:25.903031: step 982, loss 1.71988, accuracy 0.375, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:26.051418: step 983, loss 1.65896, accuracy 0.4375, precision [0.0, 0.5, nan, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.5, nan, 0.42857142857142855, nan, nan, nan, nan, nan]
2019-02-19T19:57:26.201614: step 984, loss 1.69557, accuracy 0.375, precision [1.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.5, 0.0], recall [1.0, 1.0, nan, 0.23076923076923078, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:26.355568: step 985, loss 1.83717, accuracy 0.5, precision [0.0, 0.0, 0.0, 0.8888888888888888, nan, nan, 0.0, 0.0, nan], recall [0.0, 0.0, nan, 0.6153846153846154, nan, nan, nan, nan, nan]
2019-02-19T19:57:26.508296: step 986, loss 1.63003, accuracy 0.25, precision [0.0, 1.0, 0.0, 0.5, 0.0, nan, nan, 0.0, nan], recall [0.0, 0.6666666666666666, nan, 0.16666666666666666, nan, nan, nan, nan, nan]
2019-02-19T19:57:26.664684: step 987, loss 1.77631, accuracy 0.375, precision [0.0, nan, nan, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, nan, nan, 0.4, nan, nan, nan, 0.0, nan]
2019-02-19T19:57:26.810569: step 988, loss 2.01495, accuracy 0.3125, precision [nan, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.3333333333333333, nan, nan, nan, nan, nan]
2019-02-19T19:57:26.967722: step 989, loss 1.67626, accuracy 0.4375, precision [0.0, 0.25, 0.0, 0.8333333333333334, 0.0, nan, nan, 1.0, 0.0], recall [nan, 0.3333333333333333, nan, 0.45454545454545453, nan, nan, nan, 0.5, nan]
2019-02-19T19:57:27.122619: step 990, loss 2.0347, accuracy 0.375, precision [0.5, 0.0, 0.0, 1.0, 0.0, nan, nan, nan, 0.0], recall [1.0, 0.0, nan, 0.3076923076923077, nan, nan, nan, nan, nan]
2019-02-19T19:57:27.275978: step 991, loss 1.63613, accuracy 0.5, precision [0.0, 0.0, nan, 1.0, 0.0, 0.0, nan, nan, nan], recall [nan, nan, nan, 0.5333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:27.428487: step 992, loss 2.0219, accuracy 0.1875, precision [0.0, 0.14285714285714285, 0.0, 1.0, 0.0, nan, 0.0, 0.0, 0.0], recall [nan, 1.0, nan, 0.15384615384615385, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:27.578508: step 993, loss 1.62354, accuracy 0.375, precision [0.0, nan, nan, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [nan, nan, nan, 0.375, nan, nan, nan, nan, nan]
2019-02-19T19:57:27.727614: step 994, loss 2.07527, accuracy 0.125, precision [0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, nan], recall [0.0, 0.5, nan, 0.08333333333333333, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:27.881991: step 995, loss 1.79671, accuracy 0.4375, precision [nan, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, nan, 0.0, nan], recall [nan, 1.0, nan, 0.46153846153846156, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:28.033839: step 996, loss 2.00427, accuracy 0.25, precision [nan, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, nan, nan], recall [nan, nan, nan, 0.21428571428571427, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:28.187890: step 997, loss 1.78513, accuracy 0.375, precision [0.25, 0.5, nan, 1.0, 0.2, 0.0, nan, nan, nan], recall [0.5, 1.0, nan, 0.2727272727272727, 1.0, nan, nan, 0.0, nan]
2019-02-19T19:57:28.337679: step 998, loss 1.82746, accuracy 0.375, precision [0.0, 0.0, 0.0, 0.7142857142857143, 0.0, nan, nan, 0.3333333333333333, nan], recall [0.0, 0.0, nan, 0.45454545454545453, 0.0, nan, nan, 1.0, nan]
2019-02-19T19:57:28.483149: step 999, loss 2.06642, accuracy 0.4375, precision [nan, 0.25, 0.0, 1.0, nan, 0.0, nan, nan, 0.0], recall [nan, 1.0, nan, 0.46153846153846156, 0.0, nan, nan, nan, nan]
2019-02-19T19:57:28.639366: step 1000, loss 1.6738, accuracy 0.4375, precision [0.0, nan, nan, 0.875, 0.0, nan, 0.0, 0.0, nan], recall [nan, 0.0, nan, 0.5, nan, nan, nan, 0.0, nan]

Evaluation:
[[ 19  14   0  52   0   0   0   4   0]
 [  6  33   0 101   0   0   0   4   0]
 [  1   0   0  85   1   0   0   0   0]
 [  3  13   0 328   1   0   0   0   0]
 [  2   3   0 143  16   0   0   0   0]
 [  1   2   0  47   1   0   0   2   0]
 [  0   0   0  22   0   0   0   0   0]
 [  4   4   0  80   1   0   0  14   0]
 [  1   0   0  17   0   0   0   0   0]]
2019-02-19T19:57:31.066646: step 1000, loss 1.76312, accuracy 0.4, precision [0.21348314606741572, 0.22916666666666666, 0.0, 0.9507246376811594, 0.0975609756097561, 0.0, 0.0, 0.13592233009708737, 0.0], recall [0.5135135135135135, 0.4782608695652174, nan, 0.37485714285714283, 0.8, nan, nan, 0.5833333333333334, nan]

Saved model checkpoint to /home/ubuntu/Project/runs/1550606084/checkpoints/model-1000

2019-02-19T19:57:31.296494: step 1001, loss 1.9547, accuracy 0.3125, precision [0.3333333333333333, 0.0, nan, 1.0, 0.0, nan, 0.0, 0.25, nan], recall [0.5, nan, nan, 0.23076923076923078, nan, nan, nan, 1.0, nan]
2019-02-19T19:57:31.449444: step 1002, loss 1.78934, accuracy 0.375, precision [nan, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0, nan, 0.0, nan], recall [nan, 0.0, nan, 0.4, nan, nan, nan, nan, nan]
2019-02-19T19:57:31.598022: step 1003, loss 1.94012, accuracy 0.3125, precision [0.0, 0.0, 0.0, 1.0, 0.0, nan, 0.0, nan, nan], recall [nan, nan, nan, 0.3125, nan, nan, nan, nan, nan]
2019-02-19T19:57:31.751437: step 1004, loss 1.61139, accuracy 0.5, precision [0.0, 0.3333333333333333, 0.0, 0.875, nan, 0.0, nan, nan, nan], recall [nan, 0.3333333333333333, nan, 0.5384615384615384, nan, nan, nan, nan, nan]
2019-02-19T19:57:31.902413: step 1005, loss 1.92126, accuracy 0.3125, precision [0.0, 0.5, 0.0, 1.0, 0.0, nan, nan, 0.0, 0.0], recall [nan, 0.6666666666666666, nan, 0.23076923076923078, nan, nan, nan, nan, nan]
2019-02-19T19:57:32.051277: step 1006, loss 1.84797, accuracy 0.3125, precision [0.0, 1.0, 0.0, 1.0, 0.0, nan, nan, 0.0, nan], recall [nan, 0.5, nan, 0.2857142857142857, nan, nan, nan, nan, nan]
